driver,elapsedTime,ECG
driver0,'0:02.146',0.16
driver0,'0:02.147',0.16
driver0,'0:02.147',0.16399999999999998
driver0,'0:02.148',0.16399999999999998
driver0,'0:02.148',0.16399999999999998
driver0,'0:02.149',0.16399999999999998
driver0,'0:02.149',0.168
driver0,'0:02.150',0.168
driver0,'0:02.150',0.168
driver0,'0:02.151',0.168
driver0,'0:02.151',0.173
driver0,'0:02.152',0.173
driver0,'0:02.152',0.173
driver0,'0:02.153',0.173
driver0,'0:02.153',0.166
driver0,'0:02.154',0.166
driver0,'0:02.154',0.166
driver0,'0:02.155',0.166
driver0,'0:02.155',0.182
driver0,'0:02.156',0.182
driver0,'0:02.156',0.182
driver0,'0:02.157',0.182
driver0,'0:02.157',0.188
driver0,'0:02.158',0.188
driver0,'0:02.158',0.188
driver0,'0:02.159',0.188
driver0,'0:02.159',0.172
driver0,'0:02.160',0.172
driver0,'0:02.160',0.172
driver0,'0:02.161',0.172
driver0,'0:02.161',0.173
driver0,'0:02.162',0.173
driver0,'0:02.162',0.173
driver0,'0:02.163',0.173
driver0,'0:02.163',0.17600000000000002
driver0,'0:02.164',0.17600000000000002
driver0,'0:02.164',0.17600000000000002
driver0,'0:02.165',0.17600000000000002
driver0,'0:02.165',0.171
driver0,'0:02.166',0.171
driver0,'0:02.166',0.171
driver0,'0:02.167',0.171
driver0,'0:02.167',0.17
driver0,'0:02.168',0.17
driver0,'0:02.168',0.17
driver0,'0:02.169',0.17
driver0,'0:02.169',0.16699999999999998
driver0,'0:02.170',0.16699999999999998
driver0,'0:02.170',0.16699999999999998
driver0,'0:02.171',0.16699999999999998
driver0,'0:02.171',0.166
driver0,'0:02.172',0.166
driver0,'0:02.172',0.166
driver0,'0:02.173',0.166
driver0,'0:02.173',0.166
driver0,'0:02.174',0.166
driver0,'0:02.174',0.166
driver0,'0:02.175',0.166
driver0,'0:02.175',0.179
driver0,'0:02.176',0.179
driver0,'0:02.176',0.179
driver0,'0:02.177',0.179
driver0,'0:02.177',0.189
driver0,'0:02.178',0.189
driver0,'0:02.178',0.189
driver0,'0:02.179',0.189
driver0,'0:02.179',0.179
driver0,'0:02.180',0.179
driver0,'0:02.180',0.179
driver0,'0:02.181',0.179
driver0,'0:02.181',0.187
driver0,'0:02.182',0.187
driver0,'0:02.182',0.187
driver0,'0:02.183',0.187
driver0,'0:02.183',0.188
driver0,'0:02.184',0.188
driver0,'0:02.184',0.188
driver0,'0:02.185',0.188
driver0,'0:02.185',0.183
driver0,'0:02.186',0.183
driver0,'0:02.186',0.183
driver0,'0:02.187',0.183
driver0,'0:02.188',0.182
driver0,'0:02.188',0.182
driver0,'0:02.189',0.182
driver0,'0:02.189',0.182
driver0,'0:02.190',0.183
driver0,'0:02.190',0.183
driver0,'0:02.191',0.183
driver0,'0:02.191',0.183
driver0,'0:02.192',0.179
driver0,'0:02.192',0.179
driver0,'0:02.193',0.179
driver0,'0:02.193',0.179
driver0,'0:02.194',0.198
driver0,'0:02.194',0.198
driver0,'0:02.195',0.198
driver0,'0:02.195',0.198
driver0,'0:02.196',0.192
driver0,'0:02.196',0.192
driver0,'0:02.197',0.192
driver0,'0:02.197',0.192
driver0,'0:02.198',0.188
driver0,'0:02.198',0.188
driver0,'0:02.199',0.188
driver0,'0:02.199',0.188
driver0,'0:02.200',0.18600000000000005
driver0,'0:02.200',0.18600000000000005
driver0,'0:02.201',0.18600000000000005
driver0,'0:02.201',0.18600000000000005
driver0,'0:02.202',0.175
driver0,'0:02.202',0.175
driver0,'0:02.203',0.175
driver0,'0:02.203',0.175
driver0,'0:02.204',0.175
driver0,'0:02.204',0.175
driver0,'0:02.205',0.175
driver0,'0:02.205',0.175
driver0,'0:02.206',0.175
driver0,'0:02.206',0.175
driver0,'0:02.207',0.175
driver0,'0:02.207',0.175
driver0,'0:02.208',0.183
driver0,'0:02.208',0.183
driver0,'0:02.209',0.183
driver0,'0:02.209',0.183
driver0,'0:02.210',0.197
driver0,'0:02.210',0.197
driver0,'0:02.211',0.197
driver0,'0:02.211',0.197
driver0,'0:02.212',0.205
driver0,'0:02.212',0.205
driver0,'0:02.213',0.205
driver0,'0:02.213',0.205
driver0,'0:02.214',0.21
driver0,'0:02.214',0.21
driver0,'0:02.215',0.21
driver0,'0:02.215',0.21
driver0,'0:02.216',0.205
driver0,'0:02.216',0.205
driver0,'0:02.217',0.205
driver0,'0:02.217',0.205
driver0,'0:02.218',0.204
driver0,'0:02.218',0.204
driver0,'0:02.219',0.204
driver0,'0:02.219',0.204
driver0,'0:02.220',0.208
driver0,'0:02.220',0.208
driver0,'0:02.221',0.208
driver0,'0:02.221',0.208
driver0,'0:02.222',0.2
driver0,'0:02.222',0.2
driver0,'0:02.223',0.2
driver0,'0:02.223',0.2
driver0,'0:02.224',0.197
driver0,'0:02.224',0.197
driver0,'0:02.225',0.197
driver0,'0:02.225',0.197
driver0,'0:02.226',0.194
driver0,'0:02.226',0.194
driver0,'0:02.227',0.194
driver0,'0:02.227',0.194
driver0,'0:02.228',0.181
driver0,'0:02.228',0.181
driver0,'0:02.229',0.181
driver0,'0:02.229',0.181
driver0,'0:02.230',0.182
driver0,'0:02.230',0.182
driver0,'0:02.231',0.182
driver0,'0:02.231',0.182
driver0,'0:02.232',0.17800000000000002
driver0,'0:02.232',0.17800000000000002
driver0,'0:02.233',0.17800000000000002
driver0,'0:02.233',0.17800000000000002
driver0,'0:02.234',0.189
driver0,'0:02.234',0.189
driver0,'0:02.235',0.189
driver0,'0:02.235',0.189
driver0,'0:02.236',0.17600000000000002
driver0,'0:02.236',0.17600000000000002
driver0,'0:02.237',0.17600000000000002
driver0,'0:02.237',0.17600000000000002
driver0,'0:02.238',0.172
driver0,'0:02.238',0.172
driver0,'0:02.239',0.172
driver0,'0:02.239',0.172
driver0,'0:02.240',0.17
driver0,'0:02.240',0.17
driver0,'0:02.241',0.17
driver0,'0:02.241',0.17
driver0,'0:02.242',0.161
driver0,'0:02.242',0.161
driver0,'0:02.243',0.161
driver0,'0:02.243',0.161
driver0,'0:02.244',0.16
driver0,'0:02.244',0.16
driver0,'0:02.245',0.16
driver0,'0:02.245',0.16
driver0,'0:02.246',0.154
driver0,'0:02.246',0.154
driver0,'0:02.247',0.154
driver0,'0:02.247',0.154
driver0,'0:02.248',0.14300000000000002
driver0,'0:02.248',0.14300000000000002
driver0,'0:02.249',0.14300000000000002
driver0,'0:02.249',0.14300000000000002
driver0,'0:02.250',0.14
driver0,'0:02.251',0.14
driver0,'0:02.251',0.14
driver0,'0:02.252',0.14
driver0,'0:02.252',0.133
driver0,'0:02.253',0.133
driver0,'0:02.253',0.133
driver0,'0:02.254',0.133
driver0,'0:02.254',0.125
driver0,'0:02.255',0.125
driver0,'0:02.255',0.125
driver0,'0:02.256',0.125
driver0,'0:02.256',0.114
driver0,'0:02.257',0.114
driver0,'0:02.257',0.114
driver0,'0:02.258',0.114
driver0,'0:02.258',0.131
driver0,'0:02.259',0.131
driver0,'0:02.259',0.131
driver0,'0:02.260',0.131
driver0,'0:02.260',0.131
driver0,'0:02.261',0.131
driver0,'0:02.261',0.131
driver0,'0:02.262',0.131
driver0,'0:02.262',0.127
driver0,'0:02.263',0.127
driver0,'0:02.263',0.127
driver0,'0:02.264',0.127
driver0,'0:02.264',0.121
driver0,'0:02.265',0.121
driver0,'0:02.265',0.121
driver0,'0:02.266',0.121
driver0,'0:02.266',0.115
driver0,'0:02.267',0.115
driver0,'0:02.267',0.115
driver0,'0:02.268',0.115
driver0,'0:02.268',0.125
driver0,'0:02.269',0.125
driver0,'0:02.269',0.125
driver0,'0:02.270',0.125
driver0,'0:02.270',0.129
driver0,'0:02.271',0.129
driver0,'0:02.271',0.129
driver0,'0:02.272',0.129
driver0,'0:02.272',0.123
driver0,'0:02.273',0.123
driver0,'0:02.273',0.123
driver0,'0:02.274',0.123
driver0,'0:02.274',0.122
driver0,'0:02.275',0.122
driver0,'0:02.275',0.122
driver0,'0:02.276',0.122
driver0,'0:02.276',0.117
driver0,'0:02.277',0.117
driver0,'0:02.277',0.117
driver0,'0:02.278',0.117
driver0,'0:02.278',0.122
driver0,'0:02.279',0.122
driver0,'0:02.279',0.122
driver0,'0:02.280',0.122
driver0,'0:02.280',0.13699999999999998
driver0,'0:02.281',0.13699999999999998
driver0,'0:02.281',0.13699999999999998
driver0,'0:02.282',0.13699999999999998
driver0,'0:02.282',0.13699999999999998
driver0,'0:02.283',0.13699999999999998
driver0,'0:02.283',0.13699999999999998
driver0,'0:02.284',0.13699999999999998
driver0,'0:02.284',0.14400000000000002
driver0,'0:02.285',0.14400000000000002
driver0,'0:02.285',0.14400000000000002
driver0,'0:02.286',0.14400000000000002
driver0,'0:02.286',0.14400000000000002
driver0,'0:02.287',0.14400000000000002
driver0,'0:02.287',0.14400000000000002
driver0,'0:02.288',0.14400000000000002
driver0,'0:02.288',0.147
driver0,'0:02.289',0.147
driver0,'0:02.289',0.147
driver0,'0:02.290',0.147
driver0,'0:02.290',0.14
driver0,'0:02.291',0.14
driver0,'0:02.291',0.14
driver0,'0:02.292',0.14
driver0,'0:02.292',0.136
driver0,'0:02.293',0.136
driver0,'0:02.293',0.136
driver0,'0:02.294',0.136
driver0,'0:02.294',0.127
driver0,'0:02.295',0.127
driver0,'0:02.295',0.127
driver0,'0:02.296',0.127
driver0,'0:02.296',0.122
driver0,'0:02.297',0.122
driver0,'0:02.297',0.122
driver0,'0:02.298',0.122
driver0,'0:02.298',0.116
driver0,'0:02.299',0.116
driver0,'0:02.299',0.116
driver0,'0:02.300',0.116
driver0,'0:02.300',0.112
driver0,'0:02.301',0.112
driver0,'0:02.301',0.112
driver0,'0:02.302',0.112
driver0,'0:02.302',0.114
driver0,'0:02.303',0.114
driver0,'0:02.303',0.114
driver0,'0:02.304',0.114
driver0,'0:02.304',0.123
driver0,'0:02.305',0.123
driver0,'0:02.305',0.123
driver0,'0:02.306',0.123
driver0,'0:02.306',0.126
driver0,'0:02.307',0.126
driver0,'0:02.307',0.126
driver0,'0:02.308',0.126
driver0,'0:02.308',0.131
driver0,'0:02.309',0.131
driver0,'0:02.309',0.131
driver0,'0:02.310',0.131
driver0,'0:02.310',0.132
driver0,'0:02.311',0.132
driver0,'0:02.311',0.132
driver0,'0:02.312',0.132
driver0,'0:02.313',0.122
driver0,'0:02.313',0.122
driver0,'0:02.314',0.122
driver0,'0:02.314',0.122
driver0,'0:02.315',0.112
driver0,'0:02.315',0.112
driver0,'0:02.316',0.112
driver0,'0:02.316',0.112
driver0,'0:02.317',0.116
driver0,'0:02.317',0.116
driver0,'0:02.318',0.116
driver0,'0:02.318',0.116
driver0,'0:02.319',0.125
driver0,'0:02.319',0.125
driver0,'0:02.320',0.125
driver0,'0:02.320',0.125
driver0,'0:02.321',0.125
driver0,'0:02.321',0.125
driver0,'0:02.322',0.125
driver0,'0:02.322',0.125
driver0,'0:02.323',0.126
driver0,'0:02.323',0.126
driver0,'0:02.324',0.126
driver0,'0:02.324',0.126
driver0,'0:02.325',0.132
driver0,'0:02.325',0.132
driver0,'0:02.326',0.132
driver0,'0:02.326',0.132
driver0,'0:02.327',0.136
driver0,'0:02.327',0.136
driver0,'0:02.328',0.136
driver0,'0:02.328',0.136
driver0,'0:02.329',0.142
driver0,'0:02.329',0.142
driver0,'0:02.330',0.142
driver0,'0:02.330',0.142
driver0,'0:02.331',0.132
driver0,'0:02.331',0.132
driver0,'0:02.332',0.132
driver0,'0:02.332',0.132
driver0,'0:02.333',0.134
driver0,'0:02.333',0.134
driver0,'0:02.334',0.134
driver0,'0:02.334',0.134
driver0,'0:02.335',0.139
driver0,'0:02.335',0.139
driver0,'0:02.336',0.139
driver0,'0:02.336',0.139
driver0,'0:02.337',0.156
driver0,'0:02.337',0.156
driver0,'0:02.338',0.156
driver0,'0:02.338',0.156
driver0,'0:02.339',0.14800000000000002
driver0,'0:02.339',0.14800000000000002
driver0,'0:02.340',0.14800000000000002
driver0,'0:02.340',0.14800000000000002
driver0,'0:02.341',0.133
driver0,'0:02.341',0.133
driver0,'0:02.342',0.133
driver0,'0:02.342',0.133
driver0,'0:02.343',0.127
driver0,'0:02.343',0.127
driver0,'0:02.344',0.127
driver0,'0:02.344',0.127
driver0,'0:02.345',0.131
driver0,'0:02.345',0.131
driver0,'0:02.346',0.131
driver0,'0:02.346',0.131
driver0,'0:02.347',0.14300000000000002
driver0,'0:02.347',0.14300000000000002
driver0,'0:02.348',0.14300000000000002
driver0,'0:02.348',0.14300000000000002
driver0,'0:02.349',0.151
driver0,'0:02.349',0.151
driver0,'0:02.350',0.151
driver0,'0:02.350',0.151
driver0,'0:02.351',0.138
driver0,'0:02.351',0.138
driver0,'0:02.352',0.138
driver0,'0:02.352',0.138
driver0,'0:02.353',0.13699999999999998
driver0,'0:02.353',0.13699999999999998
driver0,'0:02.354',0.13699999999999998
driver0,'0:02.354',0.13699999999999998
driver0,'0:02.355',0.126
driver0,'0:02.355',0.126
driver0,'0:02.356',0.126
driver0,'0:02.356',0.126
driver0,'0:02.357',0.138
driver0,'0:02.357',0.138
driver0,'0:02.358',0.138
driver0,'0:02.358',0.138
driver0,'0:02.359',0.147
driver0,'0:02.359',0.147
driver0,'0:02.360',0.147
driver0,'0:02.360',0.147
driver0,'0:02.361',0.136
driver0,'0:02.361',0.136
driver0,'0:02.362',0.136
driver0,'0:02.362',0.136
driver0,'0:02.363',0.14400000000000002
driver0,'0:02.363',0.14400000000000002
driver0,'0:02.364',0.14400000000000002
driver0,'0:02.364',0.14400000000000002
driver0,'0:02.365',0.14300000000000002
driver0,'0:02.365',0.14300000000000002
driver0,'0:02.366',0.14300000000000002
driver0,'0:02.366',0.14300000000000002
driver0,'0:02.367',0.139
driver0,'0:02.367',0.139
driver0,'0:02.368',0.139
driver0,'0:02.368',0.139
driver0,'0:02.369',0.131
driver0,'0:02.369',0.131
driver0,'0:02.370',0.131
driver0,'0:02.370',0.131
driver0,'0:02.371',0.129
driver0,'0:02.371',0.129
driver0,'0:02.372',0.129
driver0,'0:02.372',0.129
driver0,'0:02.373',0.131
driver0,'0:02.373',0.131
driver0,'0:02.374',0.131
driver0,'0:02.374',0.131
driver0,'0:02.375',0.123
driver0,'0:02.376',0.123
driver0,'0:02.376',0.123
driver0,'0:02.377',0.123
driver0,'0:02.377',0.123
driver0,'0:02.378',0.123
driver0,'0:02.378',0.123
driver0,'0:02.379',0.123
driver0,'0:02.379',0.129
driver0,'0:02.380',0.129
driver0,'0:02.380',0.129
driver0,'0:02.381',0.129
driver0,'0:02.381',0.133
driver0,'0:02.382',0.133
driver0,'0:02.382',0.133
driver0,'0:02.383',0.133
driver0,'0:02.383',0.13699999999999998
driver0,'0:02.384',0.13699999999999998
driver0,'0:02.384',0.13699999999999998
driver0,'0:02.385',0.13699999999999998
driver0,'0:02.385',0.139
driver0,'0:02.386',0.139
driver0,'0:02.386',0.139
driver0,'0:02.387',0.139
driver0,'0:02.387',0.147
driver0,'0:02.388',0.147
driver0,'0:02.388',0.147
driver0,'0:02.389',0.147
driver0,'0:02.389',0.13699999999999998
driver0,'0:02.390',0.13699999999999998
driver0,'0:02.390',0.13699999999999998
driver0,'0:02.391',0.13699999999999998
driver0,'0:02.391',0.13699999999999998
driver0,'0:02.392',0.13699999999999998
driver0,'0:02.392',0.13699999999999998
driver0,'0:02.393',0.13699999999999998
driver0,'0:02.393',0.136
driver0,'0:02.394',0.136
driver0,'0:02.394',0.136
driver0,'0:02.395',0.136
driver0,'0:02.395',0.147
driver0,'0:02.396',0.147
driver0,'0:02.396',0.147
driver0,'0:02.397',0.147
driver0,'0:02.397',0.15
driver0,'0:02.398',0.15
driver0,'0:02.398',0.15
driver0,'0:02.399',0.15
driver0,'0:02.399',0.147
driver0,'0:02.400',0.147
driver0,'0:02.400',0.147
driver0,'0:02.401',0.147
driver0,'0:02.401',0.139
driver0,'0:02.402',0.139
driver0,'0:02.402',0.139
driver0,'0:02.403',0.139
driver0,'0:02.403',0.131
driver0,'0:02.404',0.131
driver0,'0:02.404',0.131
driver0,'0:02.405',0.131
driver0,'0:02.405',0.131
driver0,'0:02.406',0.131
driver0,'0:02.406',0.131
driver0,'0:02.407',0.131
driver0,'0:02.407',0.129
driver0,'0:02.408',0.129
driver0,'0:02.408',0.129
driver0,'0:02.409',0.129
driver0,'0:02.409',0.123
driver0,'0:02.410',0.123
driver0,'0:02.410',0.123
driver0,'0:02.411',0.123
driver0,'0:02.411',0.126
driver0,'0:02.412',0.126
driver0,'0:02.412',0.126
driver0,'0:02.413',0.126
driver0,'0:02.413',0.122
driver0,'0:02.414',0.122
driver0,'0:02.414',0.122
driver0,'0:02.415',0.122
driver0,'0:02.415',0.132
driver0,'0:02.416',0.132
driver0,'0:02.416',0.132
driver0,'0:02.417',0.132
driver0,'0:02.417',0.14
driver0,'0:02.418',0.14
driver0,'0:02.418',0.14
driver0,'0:02.419',0.14
driver0,'0:02.419',0.134
driver0,'0:02.420',0.134
driver0,'0:02.420',0.134
driver0,'0:02.421',0.134
driver0,'0:02.421',0.122
driver0,'0:02.422',0.122
driver0,'0:02.422',0.122
driver0,'0:02.423',0.122
driver0,'0:02.423',0.122
driver0,'0:02.424',0.122
driver0,'0:02.424',0.122
driver0,'0:02.425',0.122
driver0,'0:02.425',0.123
driver0,'0:02.426',0.123
driver0,'0:02.426',0.123
driver0,'0:02.427',0.123
driver0,'0:02.427',0.138
driver0,'0:02.428',0.138
driver0,'0:02.428',0.138
driver0,'0:02.429',0.138
driver0,'0:02.429',0.14
driver0,'0:02.430',0.14
driver0,'0:02.430',0.14
driver0,'0:02.431',0.14
driver0,'0:02.431',0.145
driver0,'0:02.432',0.145
driver0,'0:02.432',0.145
driver0,'0:02.433',0.145
driver0,'0:02.433',0.13699999999999998
driver0,'0:02.434',0.13699999999999998
driver0,'0:02.434',0.13699999999999998
driver0,'0:02.435',0.13699999999999998
driver0,'0:02.435',0.134
driver0,'0:02.436',0.134
driver0,'0:02.436',0.134
driver0,'0:02.437',0.134
driver0,'0:02.438',0.138
driver0,'0:02.438',0.138
driver0,'0:02.439',0.138
driver0,'0:02.439',0.138
driver0,'0:02.440',0.127
driver0,'0:02.440',0.127
driver0,'0:02.441',0.127
driver0,'0:02.441',0.127
driver0,'0:02.442',0.131
driver0,'0:02.442',0.131
driver0,'0:02.443',0.131
driver0,'0:02.443',0.131
driver0,'0:02.444',0.131
driver0,'0:02.444',0.131
driver0,'0:02.445',0.131
driver0,'0:02.445',0.131
driver0,'0:02.446',0.133
driver0,'0:02.446',0.133
driver0,'0:02.447',0.133
driver0,'0:02.447',0.133
driver0,'0:02.448',0.134
driver0,'0:02.448',0.134
driver0,'0:02.449',0.134
driver0,'0:02.449',0.134
driver0,'0:02.450',0.123
driver0,'0:02.450',0.123
driver0,'0:02.451',0.123
driver0,'0:02.451',0.123
driver0,'0:02.452',0.122
driver0,'0:02.452',0.122
driver0,'0:02.453',0.122
driver0,'0:02.453',0.122
driver0,'0:02.454',0.12
driver0,'0:02.454',0.12
driver0,'0:02.455',0.12
driver0,'0:02.455',0.12
driver0,'0:02.456',0.129
driver0,'0:02.456',0.129
driver0,'0:02.457',0.129
driver0,'0:02.457',0.129
driver0,'0:02.458',0.133
driver0,'0:02.458',0.133
driver0,'0:02.459',0.133
driver0,'0:02.459',0.133
driver0,'0:02.460',0.125
driver0,'0:02.460',0.125
driver0,'0:02.461',0.125
driver0,'0:02.461',0.125
driver0,'0:02.462',0.133
driver0,'0:02.462',0.133
driver0,'0:02.463',0.133
driver0,'0:02.463',0.133
driver0,'0:02.464',0.14300000000000002
driver0,'0:02.464',0.14300000000000002
driver0,'0:02.465',0.14300000000000002
driver0,'0:02.465',0.14300000000000002
driver0,'0:02.466',0.15
driver0,'0:02.466',0.15
driver0,'0:02.467',0.15
driver0,'0:02.467',0.15
driver0,'0:02.468',0.145
driver0,'0:02.468',0.145
driver0,'0:02.469',0.145
driver0,'0:02.469',0.145
driver0,'0:02.470',0.14300000000000002
driver0,'0:02.470',0.14300000000000002
driver0,'0:02.471',0.14300000000000002
driver0,'0:02.471',0.14300000000000002
driver0,'0:02.472',0.153
driver0,'0:02.472',0.153
driver0,'0:02.473',0.153
driver0,'0:02.473',0.153
driver0,'0:02.474',0.147
driver0,'0:02.474',0.147
driver0,'0:02.475',0.147
driver0,'0:02.475',0.147
driver0,'0:02.476',0.142
driver0,'0:02.476',0.142
driver0,'0:02.477',0.142
driver0,'0:02.477',0.142
driver0,'0:02.478',0.147
driver0,'0:02.478',0.147
driver0,'0:02.479',0.147
driver0,'0:02.479',0.147
driver0,'0:02.480',0.13699999999999998
driver0,'0:02.480',0.13699999999999998
driver0,'0:02.481',0.13699999999999998
driver0,'0:02.481',0.13699999999999998
driver0,'0:02.482',0.134
driver0,'0:02.482',0.134
driver0,'0:02.483',0.134
driver0,'0:02.483',0.134
driver0,'0:02.484',0.131
driver0,'0:02.484',0.131
driver0,'0:02.485',0.131
driver0,'0:02.485',0.131
driver0,'0:02.486',0.131
driver0,'0:02.486',0.131
driver0,'0:02.487',0.131
driver0,'0:02.487',0.131
driver0,'0:02.488',0.134
driver0,'0:02.488',0.134
driver0,'0:02.489',0.134
driver0,'0:02.489',0.134
driver0,'0:02.490',0.139
driver0,'0:02.490',0.139
driver0,'0:02.491',0.139
driver0,'0:02.491',0.139
driver0,'0:02.492',0.138
driver0,'0:02.492',0.138
driver0,'0:02.493',0.138
driver0,'0:02.493',0.138
driver0,'0:02.494',0.134
driver0,'0:02.494',0.134
driver0,'0:02.495',0.134
driver0,'0:02.495',0.134
driver0,'0:02.496',0.13699999999999998
driver0,'0:02.496',0.13699999999999998
driver0,'0:02.497',0.13699999999999998
driver0,'0:02.497',0.13699999999999998
driver0,'0:02.498',0.132
driver0,'0:02.498',0.132
driver0,'0:02.499',0.132
driver0,'0:02.499',0.132
driver0,'0:02.500',0.126
driver0,'0:02.501',0.126
driver0,'0:02.501',0.126
driver0,'0:02.502',0.126
driver0,'0:02.502',0.11
driver0,'0:02.503',0.11
driver0,'0:02.503',0.11
driver0,'0:02.504',0.11
driver0,'0:02.504',0.107
driver0,'0:02.505',0.107
driver0,'0:02.505',0.107
driver0,'0:02.506',0.107
driver0,'0:02.506',0.106
driver0,'0:02.507',0.106
driver0,'0:02.507',0.106
driver0,'0:02.508',0.106
driver0,'0:02.508',0.107
driver0,'0:02.509',0.107
driver0,'0:02.509',0.107
driver0,'0:02.510',0.107
driver0,'0:02.510',0.101
driver0,'0:02.511',0.101
driver0,'0:02.511',0.101
driver0,'0:02.512',0.101
driver0,'0:02.512',0.109
driver0,'0:02.513',0.109
driver0,'0:02.513',0.109
driver0,'0:02.514',0.109
driver0,'0:02.514',0.118
driver0,'0:02.515',0.118
driver0,'0:02.515',0.118
driver0,'0:02.516',0.118
driver0,'0:02.516',0.121
driver0,'0:02.517',0.121
driver0,'0:02.517',0.121
driver0,'0:02.518',0.121
driver0,'0:02.518',0.112
driver0,'0:02.519',0.112
driver0,'0:02.519',0.112
driver0,'0:02.520',0.112
driver0,'0:02.520',0.117
driver0,'0:02.521',0.117
driver0,'0:02.521',0.117
driver0,'0:02.522',0.117
driver0,'0:02.522',0.112
driver0,'0:02.523',0.112
driver0,'0:02.523',0.112
driver0,'0:02.524',0.112
driver0,'0:02.524',0.101
driver0,'0:02.525',0.101
driver0,'0:02.525',0.101
driver0,'0:02.526',0.101
driver0,'0:02.526',0.114
driver0,'0:02.527',0.114
driver0,'0:02.527',0.114
driver0,'0:02.528',0.114
driver0,'0:02.528',0.112
driver0,'0:02.529',0.112
driver0,'0:02.529',0.112
driver0,'0:02.530',0.112
driver0,'0:02.530',0.114
driver0,'0:02.531',0.114
driver0,'0:02.531',0.114
driver0,'0:02.532',0.114
driver0,'0:02.532',0.118
driver0,'0:02.533',0.118
driver0,'0:02.533',0.118
driver0,'0:02.534',0.118
driver0,'0:02.534',0.112
driver0,'0:02.535',0.112
driver0,'0:02.535',0.112
driver0,'0:02.536',0.112
driver0,'0:02.536',0.134
driver0,'0:02.537',0.134
driver0,'0:02.537',0.134
driver0,'0:02.538',0.134
driver0,'0:02.538',0.118
driver0,'0:02.539',0.118
driver0,'0:02.539',0.118
driver0,'0:02.540',0.118
driver0,'0:02.540',0.106
driver0,'0:02.541',0.106
driver0,'0:02.541',0.106
driver0,'0:02.542',0.106
driver0,'0:02.542',0.095
driver0,'0:02.543',0.095
driver0,'0:02.543',0.095
driver0,'0:02.544',0.095
driver0,'0:02.544',0.105
driver0,'0:02.545',0.105
driver0,'0:02.545',0.105
driver0,'0:02.546',0.105
driver0,'0:02.546',0.111
driver0,'0:02.547',0.111
driver0,'0:02.547',0.111
driver0,'0:02.548',0.111
driver0,'0:02.548',0.12
driver0,'0:02.549',0.12
driver0,'0:02.549',0.12
driver0,'0:02.550',0.12
driver0,'0:02.550',0.136
driver0,'0:02.551',0.136
driver0,'0:02.551',0.136
driver0,'0:02.552',0.136
driver0,'0:02.552',0.14800000000000002
driver0,'0:02.553',0.14800000000000002
driver0,'0:02.553',0.14800000000000002
driver0,'0:02.554',0.14800000000000002
driver0,'0:02.554',0.153
driver0,'0:02.555',0.153
driver0,'0:02.555',0.153
driver0,'0:02.556',0.153
driver0,'0:02.556',0.14300000000000002
driver0,'0:02.557',0.14300000000000002
driver0,'0:02.557',0.14300000000000002
driver0,'0:02.558',0.14300000000000002
driver0,'0:02.558',0.129
driver0,'0:02.559',0.129
driver0,'0:02.559',0.129
driver0,'0:02.560',0.129
driver0,'0:02.560',0.133
driver0,'0:02.561',0.133
driver0,'0:02.561',0.133
driver0,'0:02.562',0.133
driver0,'0:02.563',0.128
driver0,'0:02.563',0.128
driver0,'0:02.564',0.128
driver0,'0:02.564',0.128
driver0,'0:02.565',0.131
driver0,'0:02.565',0.131
driver0,'0:02.566',0.131
driver0,'0:02.566',0.131
driver0,'0:02.567',0.12
driver0,'0:02.567',0.12
driver0,'0:02.568',0.12
driver0,'0:02.568',0.12
driver0,'0:02.569',0.116
driver0,'0:02.569',0.116
driver0,'0:02.570',0.116
driver0,'0:02.570',0.116
driver0,'0:02.571',0.112
driver0,'0:02.571',0.112
driver0,'0:02.572',0.112
driver0,'0:02.572',0.112
driver0,'0:02.573',0.106
driver0,'0:02.573',0.106
driver0,'0:02.574',0.106
driver0,'0:02.574',0.106
driver0,'0:02.575',0.115
driver0,'0:02.575',0.115
driver0,'0:02.576',0.115
driver0,'0:02.576',0.115
driver0,'0:02.577',0.129
driver0,'0:02.577',0.129
driver0,'0:02.578',0.129
driver0,'0:02.578',0.129
driver0,'0:02.579',0.136
driver0,'0:02.579',0.136
driver0,'0:02.580',0.136
driver0,'0:02.580',0.136
driver0,'0:02.581',0.133
driver0,'0:02.581',0.133
driver0,'0:02.582',0.133
driver0,'0:02.582',0.133
driver0,'0:02.583',0.142
driver0,'0:02.583',0.142
driver0,'0:02.584',0.142
driver0,'0:02.584',0.142
driver0,'0:02.585',0.142
driver0,'0:02.585',0.142
driver0,'0:02.586',0.142
driver0,'0:02.586',0.142
driver0,'0:02.587',0.138
driver0,'0:02.587',0.138
driver0,'0:02.588',0.138
driver0,'0:02.588',0.138
driver0,'0:02.589',0.129
driver0,'0:02.589',0.129
driver0,'0:02.590',0.129
driver0,'0:02.590',0.129
driver0,'0:02.591',0.132
driver0,'0:02.591',0.132
driver0,'0:02.592',0.132
driver0,'0:02.592',0.132
driver0,'0:02.593',0.14300000000000002
driver0,'0:02.593',0.14300000000000002
driver0,'0:02.594',0.14300000000000002
driver0,'0:02.594',0.14300000000000002
driver0,'0:02.595',0.162
driver0,'0:02.595',0.162
driver0,'0:02.596',0.162
driver0,'0:02.596',0.162
driver0,'0:02.597',0.19
driver0,'0:02.597',0.19
